Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Voss,Bollinger,Linear Regression Curve
2022-01-02 08:00:00,47173.44,47247.12,46970.05,47222.4,578.28603,1641113999999,27254939.7970782,28390,260.24477,12266444.6361014,64.17080804961599,0.4848959893296389,47366.47793846154
2022-01-02 09:00:00,47222.4,47499.45,47144.12,47273.24,792.44368,1641117599999,37508111.2813318,30399,404.80037,19159875.1128442,107.62669697489255,0.51399352286296,47359.13923076922
2022-01-02 10:00:00,47273.23,47348.34,47140.3,47188.89,390.08901,1641121199999,18437661.8091785,21618,196.35263,9280986.3968033,100.09579726363089,0.4579559188772004,47353.6174153846
2022-01-02 11:00:00,47188.88,47400.0,47159.57,47235.5,359.02993,1641124799999,16973153.6537593,21474,188.87582,8929688.9012358,80.90043339237424,0.4787653096720884,47335.54098461538
2022-01-02 12:00:00,47238.89,47447.0,47013.5,47292.95,798.05773,1641128399999,37687789.8911528,32247,361.76746,17083929.3108668,88.39214059205041,0.5024462042446902,47302.24535384616
2022-01-02 13:00:00,47289.67,47300.86,47090.0,47137.35,580.44121,1641131999999,27379356.5890747,25806,312.89363,14757715.077589,46.19628622199839,0.3819461494436776,47265.27073846154
2022-01-02 14:00:00,47137.35,47202.39,47020.0,47112.55,617.66611,1641135599999,29105931.9414711,31910,329.04034,15505563.2131016,-7.91983535893954,0.3588229652902251,47225.12086153846
2022-01-02 15:00:00,47112.54,47390.0,47071.27,47340.47,784.16369,1641139199999,37034369.0457993,35285,397.31623,18768284.2179314,29.14165901245091,0.5223274091896539,47176.5828
2022-01-02 16:00:00,47340.47,47886.0,47273.64,47792.3,1367.5695,1641142799999,65059041.5703051,46452,789.72096,37572637.6605326,142.83266044832044,0.8855455110459532,47153.82206153846
2022-01-02 17:00:00,47792.29,47990.0,47317.46,47401.14,1440.59237,1641146399999,68642927.2657506,49654,660.58946,31482759.0605958,91.60005703424429,0.5463923988662631,47218.785138461535
2022-01-02 18:00:00,47401.14,47401.14,46654.0,47058.12,1852.33799,1641149999999,87074188.162964,54581,901.09659,42355862.108136,-101.41535040340744,0.3060289447335342,47223.44809230768
2022-01-02 19:00:00,47056.43,47217.1,46851.51,46907.68,937.38607,1641153599999,44050432.7009168,31283,436.68329,20523561.8287665,-197.8575548158481,0.1960666306241343,47214.03972307694
2022-01-02 20:00:00,46907.67,47050.0,46815.17,47007.14,570.22257,1641157199999,26773711.7131363,25337,249.03083,11693858.3398852,-185.17061892455789,0.2945542536373159,47172.86316923076
2022-01-02 21:00:00,47007.14,47187.98,46913.27,47018.03,432.59568,1641160799999,20353215.0017813,21711,216.58568,10190204.4416463,-132.38323237441946,0.3201741796899592,47134.247015384615
2022-01-02 22:00:00,47017.98,47398.99,47014.84,47255.38,683.72196,1641164399999,32298092.8331728,26913,405.25006,19145211.8850308,-48.528135907761154,0.4996209651808018,47105.21415384615
2022-01-02 23:00:00,47255.39,47469.34,47255.38,47286.18,749.48136,1641167999999,35488094.2220376,23993,375.39151,17773425.8908187,27.63393587466497,0.5268081396496817,47109.64473846154
2022-01-03 00:00:00,47286.18,47289.11,47050.0,47050.08,734.11794,1641171599999,34631424.4858381,29032,381.19435,17983193.0464895,3.9997616981935593,0.37121780041788,47128.99806153845
2022-01-03 01:00:00,47050.09,47138.78,46950.0,47116.71,628.0558,1641175199999,29545322.6846871,24231,313.68716,14756750.0357933,6.926983446408997,0.4298887498796817,47136.73427692309
2022-01-03 02:00:00,47116.22,47116.71,46858.44,46999.98,781.70714,1641178799999,36713937.0826582,28474,364.27505,17106439.8866124,27.09974671218237,0.3327139564399333,47152.93658461538
2022-01-03 03:00:00,46999.98,47084.8,46722.39,46793.26,850.43854,1641182399999,39858845.7268041,28247,432.49171,20267174.3323796,-27.335289244321416,0.1696495336241298,47136.44787692308
